Cod.,Ativo,3. Idade,4. Genero,5. Regiao,6. Estado,7. Cidade,8. Religiao,Religiao_codificado(8),9. Vinculo,10. Nome_da_ONG,11. Nome_da_CEUA,CEUA_unificada(11),12. Instituicao,13. Departamento,14. Natureza_Inst,15. Representante_SPA,16. Quant_membros_CEUA,17. No_licencas_recusadas,18. No_consultores_adhoc,19. Freq_cursos,20. Outros_encontros,21. Metodo_decisao,22. Periodicidade_das_reunioes,23. SPA_assume_relatoria,24. Opiniao_SPA_deve_assumir_relatoria,25. Justifique_dever_assumir_relatoria_aberta,Justifique_dever_assumir_relatoria_codificado(25),26. SPA_deve_ter_formacao,27. Justifique_SPA_deve_ter_formacao_aberta,Justifique_SPA_deve_ter_formacao_aberta_codificado(27),28. Papel_na_CEUA,Papel_na_CEUA_codificado(28),29. Area_formacao_academica,Area_formacao_academica_unificado(29),30. Escolaridade,31. Area_em_que_usa_animais_lista,32. Funcao_administrativa_na_CEUA,Funcao_administrativa_na_CEUA_codificado(32),33. Tempo_de_CEUA,"tempo_de_CEUA_em_anos_avg(33,34)",34. Tempo_de_CEUA_acima_4_anos,35. Conhecimento_formal_em_etica_escala,36. Ensino_de_etica_na_sua_formação_escala,37. Ensino_de_bem-estar_animal_na_sua_formacao_escala,38. Disciplinas_cursadas_na_graduacao_lista,Disciplinas_cursadas_no_Mestrado_lista,Disciplinas_cursadas_no_Doutorado_lista,Disciplinas_cursadas_na_Especialização_lista,Disciplinas_cursadas_em_Curso_de_Extensão_lista,39. Aptidao_para_avaliacoes_eticas_escala,40. Aptidao_para_avaliacoes_de_bem-estar_animal_escala,41. Dificuldade_em_compreender_protocolos,42. Necessidade_de_uso_de_modelos_animais_escala,43. Necessidade_de_uso_de_animais_na_alimentacao_escala,44. Experimentacao_animal_e_um_mal_necessario,45. Justifique_experimentacao_animal_ser_mal_necessario_aberta,Justifique_experimentacao_animal_ser_mal_necessario_codificado(45),46. Experimentos_cientificos_implicam_sofrimento_animal_escala,47. Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_aberta,Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_codificada(47),48. Formas_aceitaveis_de_uso_de_animais_lista,49. Grau_de_sofrimento_dos_animais_escala,50. Vegano_ou_vegetariano_binario,"51. Termos_sobre_o_papel_dos_animais
_fechada",52. Termo_sobre_o_papel_dos_animais_aberta,53. Vontade_para_manifestar_posicionamento,54. Sente-se_discriminado_nas_reunioes,55. Suas_colocacoes_sao_respeitadas,56. Ha_resistencia_as_suas_propostas,57. Demais_membros_atribuem_o_mesmo_nivel_de_preocupacao,58. Sente-se_estressado_nas_reunioes,59. Receio_de_aceitar_ou_rejeitar_protocolo,60. Membros_tem_receio_de_rejeitar_protocolos,61. Ao_avaliar_projeto_de_membro_ele_deve_se_ausentar,62. Membros_que_pesquisam_com_modelos_animais_minimizam_o_sofrimento_deles,63. O_quanto_a_CEUA_se_baseia_no_principio_dos_3Rs_escala,64. Comentario_sobre_CEUAs
256,True,Entre 51 e 60 anos,Feminino,Centro-oeste,DF,Brasília,Espiritismo,4,Não,,Cenargen,EMBRAPA_CENARGEN,Embrapa,Chefia,Pública,Não há representante da sociedade protetora de animais,Entre 10 e 14,2,2,Raramente,Raramente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Não tenho opinião sobre isso,Se tiver formação técnica não tem problema,3,Sim,"São discutidos experimentos de pesquisa, se o representante da sociedade protetora não tiver formação ele não compreenderá os protocolos",1,Biólogo (a),1,Biologia,Ciências Biológicas,Doutorado,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,3,4,"Bioética, Etologia",Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,4,5,Raramente,4,1,Sim,"Alguns testes ainda necessitam de animais, porém, as pesquisas avançam para que não sejam mais necessário",5,3,Visão ética e de bem estar animal,1,"Produção de alimentos/agropecuária, Testes de toxicidade, Pesquisa básica, Ensino, Pesquisas agropecuárias",2,Sim,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Nunca,5,
257,True,Entre 31 e 40 anos,Masculino,Nordeste,MA,São Raimundo das Mangabeiras,Sem religião,5,Não,,IFMA,IFMA,IFMA,IFMA,Pública,Não sei dizer,Entre 5 e 9,Não sei dizer,Não sei dizer,Raramente,Nunca,Votação e consenso,Não sei dizer,Não,Sim,Eles devem  poder fazer relatoria,4,Não,Não precisam ter  formação acadêmica,3,Biólogo (a),1,Ciências Biológicas,Ciências Biológicas,Pós doutorado,"Ensino, Pesquisa básica",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,2,1,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,1,1,Raramente,4,4,Sim,O uso de algumas drogas necessita de experimentação animal para verificação dos efeitos in vivo,7,3,Treinamento dos pesquisadores e o uso do menor número de animais possível.,1,"Produção de alimentos/agropecuária, Pesquisa aplicada, Zoológico, Pesquisas agropecuárias",1,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Nunca,3,
258,True,Entre 21 e 30 anos,Feminino,Sudeste,SP,Piracicaba,Ateismo ou agnosticismo,1,Não,,CEUA Bioagri,BIOAGRI,Bioagri Laboratórios LTDA,Toxicologia Animal,Comercial,Não há representante da sociedade protetora de animais,Entre 10 e 14,Não sei dizer,Não sei dizer,Não sei dizer,Frequentemente,Votação e consenso,Não sei dizer,Não sei dizer,Não,Alguns protetores não tem qualificação ou prática necessária.,1,Não,"Pois, não necessita de conhecimento específicos. O representante precisa ter apenas o básico de conhecimento.",3,Médico(a) Veterinário (a),5,Animais de Grande Porte,Produção Animal,Graduação,Testes toxicológicos,Não ocupo nenhuma função administrativa,2,Há menos de 6 meses,0.25,,4,4,5,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais",Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais",5,5,Raramente,5,4,Sim,Alguns métodos ainda não possuem alternativa para substituir.,6,3,A utilização dos animais em estudo de laboratório é necessária em prol de um bem maior.,3,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Testes de cosméticos e produtos de higiene pessoal, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa aplicada, Zoológico",3,Não,Participantes de pesquisa,,3,Não sei dizer,Não sei dizer,Não sei dizer,Frequentemente,Não sei dizer,Não sei dizer,Não sei dizer,Não,Não tenho opinião sobre isso,4,
259,True,Entre 31 e 40 anos,Masculino,Sul,SC,Tubarão,Catolicismo,2,Não,,CEUA/UNIBAVE,UNIBAVE,Centro Universitário Barriga Verde,Pró Reitoria de Pesquisa e Extensão,Privada,"Sim, apenas titular",Entre 10 e 14,1,1,Raramente,Nunca,Votação e consenso,Uma vez a cada dois meses,Não,Não tenho opinião sobre isso,"Os representantes, quando reunião são pouco frequentes.",2,Não,No mínimo informação básica sobre bem estar animal e cuidados com animais. O que observa-se representantes tomados pela paixão sobre o tema e pouco racionais quando tema mais polêmicos.,2,Coordenador,4,Médico Veterinário,Veterinária,Mestrado,"Ensino, Pesquisa básica, Pesquisa aplicada",Coordenador,1,De 2 anos a 2 anos e meio,2.25,,4,4,2,"Bioética, Filosofia moral",Bem-estar animal,Nenhuma dessas disciplinas,Bioética,Nenhuma dessas disciplinas,4,4,Raramente,2,3,Sim,"A experimentação animal para minha opinião é um apoio ao desenvolvimento científico e saúde de homens e animais, embora os protocolos avaliativos de preservação do bem estar animal tenham avançado nos últimos anos. Na realidade nacional, a condição financeira e cultural de experimento carece de avanço e mais estudos. Na ""atual"" conjuntura considero um mal necessário embora penso que filosoficamente podemos ""esforçar"" para rever tal movimento.",7,3,Sim. Observamos isso claramente no momento atual da pandemia.,0,"Produção de alimentos/agropecuária, Pesquisa aplicada, Ensino, Pesquisas militares, Zoológico, Pesquisas agropecuárias",4,Não,Objetos de pesquisa,,5,Raramente,Constantemente,Nunca,Frequentemente,Raramente,Nunca,Nunca,Sim,Constantemente,5,
260,True,Entre 41 e 50 anos,Feminino,Sul,SC,Itajaí,Catolicismo,2,Não,,CEUA-UNIVALI,UNIVALI,UNIVALI,-,Privada,"Sim, apenas titular",Entre 10 e 14,Não sei dizer,Não sei dizer,Raramente,Constantemente,Votação e consenso,Uma vez por mês,Sim,Sim,Eles precisam entender a real importância do uso ou não de animais e tem capacidade para relatoria. Os demais auxiliam nas explicações de questoes técnicas.,4,Sim,"Um grau de escolaridade em grau superior mostra que o representante tem capacidade de assimilar novos conhecimentos e elaborar conclusões em seu parecer. Mesmo não sendo das mesmas áreas técnicas nas quais os projetos se referem, ele tem intelecto suficiente para julgar",1,Pesquisador(a),7,Fisioterapeuta Mestre e Doutora em Farmacologia,Fisioterapia; Farmacologia,Pós doutorado,"Testes de drogas, Testes toxicológicos, Pesquisa básica, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,De 1 ano a 1 ano e meio,1.25,,4,3,5,Bioética,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,5,5,Frequentemente,5,2,Sim,enquanto não existir modelos em estruturas complexas de metabolismo ao menos experimentos finais e pontuais necessitam ser feitos antes dos testes clínicos. Porém muito já se faz in silico e in vitro,5,3,"o objetivo da pesquisa, e as perguntas a serem respondidas com tais experimentos",3,"Testes de toxicidade, Pesquisa básica, Pesquisa aplicada",3,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Raramente,Nunca,Nunca,Não,Nunca,5,
261,True,Entre 51 e 60 anos,Masculino,Nordeste,PI,Teresina,Espiritismo,4,Não,,CEUA / CPAMN,EMBRAPA_CPAMN,Embrapa,Embrapa,Pública,"Sim, titular e suplente",Entre 5 e 9,Não sei dizer,Não sei dizer,Frequentemente,Raramente,Votação e consenso,Uma vez a cada dois meses,Não,Sim,"O membro de ONG que tenha conhecimento adequado para relatoria, pode e deve ser valorizado nessa atribuição.",3,Não,Além das questões técnicas muitos membros de ONGs tem grande experiência e estão atualizados em relação as ações quiçá semelhantes as apresentadas e debatidas em determinada ocasião de debate.,3,Analista PD,4,Zootecnia,Zootecnia,Graduação,"Pesquisas agropecuárias, Pesquisa aplicada, Criação de animais / manuteção biotério em padrões zootécnicos.",Vice-coordenador,4,Entre 1 ano e meio e 2 anos,1.75,,4,1,4,Etologia,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Etologia, Direitos dos animais",4,3,Raramente,3,4,Não sei dizer,"Atualmente há grande confusão em se ter uso de radiação ou toxinas e a ordenha de uma cabra, tudo como experimentação. O processo para coletar ovos de galinhas, segue o tramite de testar uma nova droga. Simplificar experimentação baseada em praticas zootécnicas, tornaria mais clara a argumentação de ser necessário, e ou ser um ""mal"".",1,0,As liberdades animais.,7,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino",0,Não,Participantes de pesquisa,,4,Nunca,Constantemente,Raramente,Não sei dizer,Nunca,Nunca,Nunca,Não tenho opinião sobre isso,Raramente,4,"Questionário bem elaborado. Tópicos bem organizados e poderia ser utilizado em reuniões de CEUA, inclusive. Se todos concordam com tudo numa CEUA, ou ela não existem de fato ou os membros não estão engajados. Algo assim desperta discussão boa...."
262,True,Entre 51 e 60 anos,Feminino,Sudeste,SP,São Paulo,Budismo,6,Não,,CEUAIB,BUTANTAN,Instituto Butantan,Diretoria Técnica,Pública,"Sim, apenas titular",Entre 10 e 14,Não sei dizer,2,Raramente,Nunca,Votação e consenso,Uma vez por mês,Sim,Sim,A relatoria ajuda a compreender a função e dificuldades da CEUA.,5,Não tenho opinião sobre isso,"Ainda não tenho opinião sobre isso. Formação acadêmica auxiliaria na compreensão dos protocolos, mas talvez um técnico da área médica ou veterinária também poderiam contribuir.",3,Pesquisador(a),7,"Farmácia, pós-graduação em Biologia/Genética.",Farmácia; Genética,Doutorado,Pesquisa básica,Vice-coordenador,4,Acima de 4 anos,5,5 anos,3,1,1,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Não fiz essa modalidade acadêmica,4,3,Frequentemente,5,3,Sim,"A experimentação in vitro não responde totalmente a várias questões complexas de organismos, principalmente quando tentamos avaliar a saúde humana ou animal. Mas, é possível diminuir o número de animais utilizados.",6,5,Essa avaliação depende do conhecimento do animal a ser estudado de maneira holística.,1,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino, Zoológico, Pesquisas agropecuárias",5,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Nunca,Frequentemente,Raramente,Nunca,Raramente,Sim,Não tenho opinião sobre isso,3,"A minha percepção é de que no nosso caso, não temos problemas internamente. Temos problemas externamente em relação à compreensão do nosso papel. Mas, isto está melhorando com o tempo. Chegaremos lá."
263,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,Campinas,Espiritismo,4,Sim,GAAR,PUC Campinas,PUCCAMP,Puccamp,Ciências Biológicas,Privada,"Sim, titular e suplente",Entre 5 e 9,Não sei dizer,Não sei dizer,Nunca,Frequentemente,Só votação,Uma vez por semestre,Não,Sim,"O represente da sociedade protetora de animais, acima de tudo é um profissional da área com capacidade de opinião e argumentação, devendo participar ativamente das decisões e não apenas como um número para CEUA.",3,Sim,Precisa ter formação para maior compreensão das questões e parte técnica dos projetos a serem avaliados.,1,Representante da Sociedade Protetora de Animais,8,Biologia,Ciências Biológicas,Doutorado,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,3,0,Nenhuma dessas disciplinas,Ética em pesquisa,Bioética,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,4,5,Nunca,4,3,Sim,"Ainda dependemos de estudos em animais para pesquisa, porém, com uma base preparação e dados estatísticos, é possível reduzir muito o número de cobaias.",7,3,Objetivo do estudo,2,"Produção de alimentos/agropecuária, Testes de cosméticos e produtos de higiene pessoal, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisas agropecuárias",2,Não,Sujeitos de pesquisa,,3,Constantemente,Raramente,Constantemente,Raramente,Frequentemente,Nunca,Frequentemente,Sim,Raramente,4,
264,True,Entre 41 e 50 anos,Masculino,Sudeste,SP,Campinas,Catolicismo,2,Não,,Comissão de Ética em Uso de Animais do Centro Infantil Boldrini,BOLDRINI,Centro Infantil de Investigações Hematológicas Dr. Domingos A. Boldrini,Centro Infantil Boldrini,Pública,"Sim, apenas titular",Entre 5 e 9,1,Não sei dizer,Nunca,Raramente,Votação e consenso,Trimestralmente,Não,Não,Necessidade de conhecimento mais aprofundado do assunto,1,Sim,"Para ter mínimo conhecimento técnico relacionado à elaboração e execução de projetos de pesquisa, possibilitando emissão de parecer",1,Representante da Sociedade Protetora de Animais,8,Médico-Veterinário,Veterinária,Doutorado,"Ensino, Testes de drogas, Vacinas/imunologia, Diagnóstico de doenças",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,2,2,"Bem-estar animal, Bioética, Ética animal","Bem-estar animal, Bioética, Ética animal, Ética em pesquisa","Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa","Bem-estar animal, Bioética, Etologia, Ética animal",Não fiz essa modalidade acadêmica,4,4,Raramente,4,3,Não,Intenciona-se com a experimentação animal beneficiar os humanos e outros animais,7,1,"Escolher protocolos de estudo éticos, prezando pelo bem-estar animal com o intuito de minimizar a dor e desconforto dos animais sob experimentação",6,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes",1,Não,Participantes de pesquisa,,5,Nunca,Frequentemente,Nunca,Frequentemente,Nunca,Nunca,Não sei dizer,Não,Raramente,4,
265,True,Entre 41 e 50 anos,Masculino,Sudeste,MG,Diamantina,Catolicismo,2,Não,,CEUA/UFVJM,UFVJM,UFVJM,PRPPG,Pública,"Sim, apenas titular",Entre 10 e 14,20 ou mais,0,Raramente,Raramente,Votação e consenso,A cada quinze dias,Sim,Sim,A grande justificativa para a CEUA no meu entendimento é a pluralidade de opiniões.,5,Não,Ele representa a sociedade e não o meio acadêmico,3,Médico(a) Veterinário (a),5,Medicina Veterinária,Veterinária,Pós doutorado,"Ensino, Pesquisas agropecuárias",Não ocupo nenhuma função administrativa,2,Acima de 4 anos,6,6 anos,3,1,1,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Bem-estar animal,5,5,Raramente,3,5,Sim,"Não é um mal necessário, e necessária com ética e responsabilidade.",1,3,Impactos para sociais.,3,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Testes de cosméticos e produtos de higiene pessoal, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",3,Não,Participantes de pesquisa,,5,Raramente,Constantemente,Raramente,Constantemente,Frequentemente,Nunca,Frequentemente,Não,Raramente,4,
266,True,Entre 41 e 50 anos,Masculino,Norte,PA,Santarém,Religiões Afrobrasileiras,7,Não,,CEUA do Instituto Federal do Pará.,IFPA_SANTARÉM,Instituto Federal do Pará.,Pró-Reitoria de Pós-Graduação e Pesquisa do Instituto Federal do Pará.,Pública,"Sim, titular e suplente",Entre 10 e 14,20 ou mais,2,Raramente,Raramente,Votação e consenso,"A CEUA do IFPA reúne-se ordinariamente a cada 30 dias e, extraordinariamente, sempre que convocado pelo presidente ou maioria dos seus membros.",Não,Não,O representante pode não possuir conhecimento técnico sobre o assunto e é antiético executar o que se fiscaliza.,1;1,Não,"A função de supervisão, acompanhamento e fiscalização do funcionamento da CEUA não depende da formação acadêmica mas sim do conhecimento sobre a legislação inerente às CEUAS e CONCEA.",3,Docente,3,Médico veterinário,Veterinária,Mestrado,Não uso animais,Não ocupo nenhuma função administrativa,2,Acima de 4 anos,4,"Desde a sua criação, em 2017.",5,2,1,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,5,5,Raramente,5,5,Não,Os procedimentos que não são meramente repetitivos e que apresentem relevância técnico-científica e/ou acadêmica são tão importantes quanto o próprio resultado destes estudos.,7,1,"Os objetivos propostos e os resultados encontrados justificam a realização posto que todos os ensaios aprovados pela CEUA do IFPA são avaliados previamente e, portanto, possuem o mérito (científico e/ou acadêmico) necessário para sua aprovação.",3,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Testes de cosméticos e produtos de higiene pessoal, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes, Vestuário, Pesquisas militares, Pesquisas agropecuárias",1,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Raramente,Sim,Raramente,5,
267,True,Entre 51 e 60 anos,Feminino,Sudeste,SP,Botucatu,Espiritismo,4,Sim,Membro da Diretoria,Monica Conceição Gasparini,,Unesp,Ong Mãos e Patas,Pública,"Sim, titular e suplente",Entre 5 e 9,6,3,Raramente,Nunca,Votação e consenso,Uma vez por mês,Sim,Não tenho opinião sobre isso,Os representantes de Ong normalmente não são veterinarios. As relatorias normalmente são menos técnicas. Mas temos a perfeita noção do uso animal em pesquisa.,0,Não,A vivência do dia a dia faz as pessoas ter a nítida noção do uso de animais em pesquisa,3,Representante da Sociedade Protetora de Animais,8,Sociologia com aperfeiçoamento em Saude Pública e Sociologia Rural. Membro da Ong Mãos e Patas,Humanidades,Graduação,"Sómente a vivência com os animais no dia a dia dos problemas de uma Ong como atendimento social, encaminhamento de castraçoes para medicos veterinários etc",Não ocupo nenhuma função administrativa,2,De 1 ano a 1 ano e meio,1.25,,4,4,2,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Ética em pesquisa, Direitos dos animais",4,4,Raramente,1,2,Não,"Em muitos países o uso de animais em aulas ou pesquisas já é proibido.Aqui percebo que os professores mais antigos tem muita dificuldade em aceitar que as pesquisas devem ser conduzidas sem o sacrifício de animais ou sem ser invasiv,o ou causar sofrimento à eles",3,4,Acho que o uso de animais em pesquisas nem sempre causam sofrimentos. muitas vezes são sómente avaliações de animais de proprietarios. Mas tem algumas pesquisas que insistem em usar os animais dizendo que não causara dano,8,"Pesquisa básica, Zoológico",3,Sim,Sujeitos de pesquisa,,4,Raramente,Frequentemente,Frequentemente,Frequentemente,Raramente,Raramente,Raramente,Não,Frequentemente,3,Percebo sim que professores mais antigos que sempre tiveram a prática de usar animais em aulas ou pesquisas tem muita dificuldade em aceitar as resoluções da CEUA mesmo se fizerem parte dela. muitos acabam saindo da Comissão por não aceitarem o não uso de animais e falam que não precisa ser rigorosa essa prática desconhecendo que e Lei.
